Ref No,New / New (AddnPO) /New (AddnSuppNoPO)/Repeat,Planned Option Ref No,Approve Indicator,Division,Group,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub Group,Buying Set,Price Establishment,Brand,Option Long Desc,Colour Group,Reporting Colour,Size Group,Style,Pim Product Type,Supplier Site,Country of Manufacture,Unit Cost,Units per Carton,Packaging Method,Supplier Reference,Web Colour,Min Ord Qty,Order Multiple,IBP SELLING PRICE (GBP),ROW SELLING PRICE (GBP),UK01 SELLING PRICE (GBP),DE01 SELLING PRICE (EUR),FR01 SELLING PRICE (EUR),IT01 SELLING PRICE (EUR),ES01 SELLING PRICE (EUR),US01 SELLING PRICE (USD),AU01 SELLING PRICE (AUD),RU01 SELLING PRICE (RUB),NL01 SELLING PRICE (EUR),SE01 SELLING PRICE (SEK),ROE01 SELLING PRICE (EUR),PL01 SELLING PRICE (PLN),DK01 SELLING PRICE (DKK),IRE01 SELLING PRICE (EUR),IBP BRAND RECOMMENDED PRICE (GBP),ROW BRAND RECOMMENDED PRICE (GBP),UK01 BRAND RECOMMENDED PRICE (GBP),DE01 BRAND RECOMMENDED PRICE (EUR),FR01 BRAND RECOMMENDED PRICE (EUR),IT01 BRAND RECOMMENDED PRICE (EUR),ES01 BRAND RECOMMENDED PRICE (EUR),US01 BRAND RECOMMENDED PRICE (USD),AU01 BRAND RECOMMENDED PRICE (AUD),RU01 BRAND RECOMMENDED PRICE (RUB),NL01 BRAND RECOMMENDED PRICE (EUR),SE01 BRAND RECOMMENDED PRICE (SEK),ROE01 BRAND RECOMMENDED PRICE (EUR),PL01 BRAND RECOMMENDED PRICE (PLN),DK01 BRAND RECOMMENDED PRICE (DKK),IRE01 BRAND RECOMMENDED PRICE (EUR),IBP Outlet RP (GBP),ROW Outlet RP (GBP),UK01 Outlet RP (GBP),DE01 Outlet RP (EUR),FR01 Outlet RP (EUR),IT01 Outlet RP (EUR),ES01 Outlet RP (EUR),US01 Outlet RP (USD),AU01 Outlet RP (AUD),RU01 Outlet RP (RUB),NL01 Outlet RP (EUR),SE01 Outlet RP (SEK),ROE01 Outlet RP (EUR),PL01 Outlet RP (PLN),DK01 Outlet RP (DKK),IRE01 Outlet RP (EUR),IBP RRP (GBP),ROW RRP (GBP),UK01 RRP (GBP),DE01 RRP (EUR),FR01 RRP (EUR),IT01 RRP (EUR),ES01 RRP (EUR),US01 RRP (USD),AU01 RRP (AUD),RU01 RRP (RUB),NL01 RRP (EUR),SE01 RRP (SEK),ROE01 RRP (EUR),PL01 RRP (PLN),DK01 RRP (DKK),IRE01 RRP (EUR),Wholesale,Order Row Code,Available to Sell,Auto EAN,Sizes,Allow Duplicate Product,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,UDA ID,UDA Value,FIRST WAREHOUSE,FINAL WAREHOUSE,PO Type,FACTORY,Order Qty,HANDOVER DATE,HANDOVER WINDOW START DATE,HANDOVER WINDOW END DATE,SIZE CURVE ID, MANUAL SIZE DIST,PO Priority,FIRST WAREHOUSE ,FINAL WAREHOUSE,PO TYPE,FACTORY,ORDER QTY,HANDOVER DATE,HANDOVER WINDOW START DATE,HANDOVER WINDOW END DATE,SIZE CURVE ID, MANUAL SIZE DIST,PO Priority,FIRST WAREHOUSE,FINAL WAREHOUSE,PO TYPE,FACTORY,ORDER QTY,HANDOVER DATE,HANDOVER WINDOW START DATE,HANDOVER WINDOW END DATE,SIZE CURVE ID, MANUAL SIZE DIST,PO Priority
123,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest123,2000,AUBURN,6190,newStyle123,1,1100000477,GB,60,10,F,101.03.16.123,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
124,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest124,2000,AUBURN,6190,newStyle124,1,1100000477,GB,60,10,F,101.03.16.124,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
125,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest125,2000,AUBURN,6190,newStyle125,1,1100000477,GB,60,10,F,101.03.16.125,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
126,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest126,2000,AUBURN,6190,newStyle126,1,1100000477,GB,60,10,F,101.03.16.126,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,3065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
127,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest127,2000,AUBURN,6190,newStyle127,1,1100000477,GB,60,10,F,101.03.16.127,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,4065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
128,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest128,2000,AUBURN,6190,newStyle128,1,1100000477,GB,60,10,F,101.03.16.128,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
129,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest129,2000,AUBURN,6190,newStyle129,1,1100000477,GB,60,10,F,101.03.16.129,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
130,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest130,2000,AUBURN,6190,newStyle130,1,1100000477,GB,60,10,F,101.03.16.130,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
131,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest131,2000,AUBURN,6190,newStyle131,1,1100000477,GB,60,10,F,101.03.16.131,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
132,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest132,2000,AUBURN,6190,newStyle132,1,1100000477,GB,60,10,F,101.03.16.132,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,3065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
133,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest133,2000,AUBURN,6190,newStyle133,1,1100000477,GB,60,10,F,101.03.16.133,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,4065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
134,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest134,2000,AUBURN,6190,newStyle134,1,1100000477,GB,60,10,F,101.03.16.134,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
135,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest135,2000,AUBURN,6190,newStyle135,1,1100000477,GB,60,10,F,101.03.16.135,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
136,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest136,2000,AUBURN,6190,newStyle136,1,1100000477,GB,60,10,F,101.03.16.136,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
137,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest137,2000,AUBURN,6190,newStyle137,1,1100000477,GB,60,10,F,101.03.16.137,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
138,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest138,2000,AUBURN,6190,newStyle138,1,1100000477,GB,60,10,F,101.03.16.138,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,3065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
139,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest139,2000,AUBURN,6190,newStyle139,1,1100000477,GB,60,10,F,101.03.16.139,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,4065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
140,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest140,2000,AUBURN,6190,newStyle140,1,1100000477,GB,60,10,F,101.03.16.140,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
141,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest141,2000,AUBURN,6190,newStyle141,1,1100000477,GB,60,10,F,101.03.16.141,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
142,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest142,2000,AUBURN,6190,newStyle142,1,1100000477,GB,60,10,F,101.03.16.142,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
143,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest143,2000,AUBURN,6190,newStyle143,1,1100000477,GB,60,10,F,101.03.16.143,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
144,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest144,2000,AUBURN,6190,newStyle144,1,1100000477,GB,60,10,F,101.03.16.144,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,3065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
145,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest145,2000,AUBURN,6190,newStyle145,1,1100000477,GB,60,10,F,101.03.16.145,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,4065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
146,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest146,2000,AUBURN,6190,newStyle146,1,1100000477,GB,60,10,F,101.03.16.146,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
147,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest147,2000,AUBURN,6190,newStyle147,1,1100000477,GB,60,10,F,101.03.16.147,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
148,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest148,2000,AUBURN,6190,newStyle148,1,1100000477,GB,60,10,F,101.03.16.148,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
149,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest149,2000,AUBURN,6190,newStyle149,1,1100000477,GB,60,10,F,101.03.16.149,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
150,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest150,2000,AUBURN,6190,newStyle150,1,1100000477,GB,60,10,F,101.03.16.150,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
151,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest151,2000,AUBURN,6190,newStyle151,1,1100000477,GB,60,10,F,101.03.16.151,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,1065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
152,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest152,2000,AUBURN,6190,newStyle152,1,1100000477,GB,60,10,F,101.03.16.152,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,3065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
153,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest153,2000,AUBURN,6190,newStyle153,1,1100000477,GB,60,10,F,101.03.16.153,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,4065072906190,,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
154,New,,Y,1,21,1006,5,1,29,507,1,1,1,BERSHKA,UploadTest154,2000,AUBURN,6190,newStyle154,1,1100000477,GB,60,10,F,101.03.16.154,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.55,,,,,,,,,,,,,,,,120.55,,,,,,,,,,,,,,,,,,,N,,,7,1,9,1,31,1,52,1,71,2,88,1,3002,1,3004,1,50,30/05/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,D,F102761,70,29/06/2024,28/06/2024,1/7/2024,,UK4:10|UK6:10|UK8:10|UK10:10|UK12:10|UK14:20,1,1001,3001,S,9999,100,21/11/2024,21/11/2024,30/11/2024,,,1,,,,,,,,,,,
